"click_label","user_id","item_id","class_id","tag_ids","dev_type","dev_brand","dev_brand_type","dev_os","dev_net","client_type","dev_carrier","click_seq_50size","gender","age","consume_level","unclick_seq_50size","feed_type"
0,"9768347","164241391","5","189;","1","honor","2","honor_10","4","0","1","49761949;132372304;206146681;211566565;248598762;208772356;117939685;116158754;205979354;195480141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","212508207;227121281;259226940;210261063;205254347;243155454;258959107;210771400;257472173;209736288;259204748;166612014;220902808;234458129;140091702;258889027;194247054;242930395;207063820;253973855;179097629;226770058;240311958;232589940;218393485;131478938;259197141;249723161;259286426;177263455;132965608;259241755;257966556;259096579;159436261;259291825;259045372;259165537;259178907;259102336;174112522;175904866;259212938;168233547;259058037;190499181;256705813;259261967;177015195;259217551","1063"
0,"9768347","164241391","5","189;","1","honor","2","honor_10","4","0","1","49761949;132372304;206146681;211566565;248598762;208772356;117939685;116158754;205979354;195480141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","212508207;227121281;259226940;210261063;205254347;243155454;258959107;210771400;257472173;209736288;259204748;166612014;220902808;234458129;140091702;258889027;194247054;242930395;207063820;253973855;179097629;226770058;240311958;232589940;218393485;131478938;259197141;249723161;259286426;177263455;132965608;259241755;257966556;259096579;159436261;259291825;259045372;259165537;259178907;259102336;174112522;175904866;259212938;168233547;259058037;190499181;256705813;259261967;177015195;259217551","1063"
0,"9773189","250625246","1","8;","1","huawei","2","huawei_10","4","0","3","260903903;260977923;260621399;260612977;260853170;258518147;259786276;260294476;203617609;245164234;240999575;173985640;260144306;260504061;259639916;192088972;212171602;250275925;198285536;259360804;254547947;245081562;254495366;250585848;256271792;258290678;237555124;258867863;238917369;259180076;258108143;227231269;259315136;259440902;259556468;245571251;259551297;169205275;256935228;239539472;125242202;238529088;252579122;259006964;258495365;185517236;256922175;258691366;233498751;257824587","1","4","2","259604623;259921948;259681184;255383180;236797471;260867466;260496962;236699950;245782816;251745219;260696662;242481046;199304406;260370971;259421321;260698281;255247077;254485246;259794267;242064414;218461346;247826088;257980227;260584722;229713669;258008238;246739288;260309287;225549023;177917721;187291724;232265038;238890554;257796752;161882496;244413742;253419421;217998599;248289780;230903583;240266248;260231184;199252108;227118304;224150676;248173113;172981398;244414855;235743297;195994212","1018"
0,"9773189","162254977","4","100;","1","huawei","2","huawei_10","4","0","3","249561799;192504883;260903903;260977923;260621399;260612977;260853170;258518147;259786276;260294476;203617609;245164234;240999575;173985640;260144306;260504061;259639916;192088972;212171602;250275925;198285536;259360804;254547947;245081562;254495366;250585848;256271792;258290678;237555124;258867863;238917369;259180076;258108143;227231269;259315136;259440902;259556468;245571251;259551297;169205275;256935228;239539472;125242202;238529088;252579122;259006964;258495365;185517236;256922175;258691366","1","4","2","259211128;261096272;250625246;259604623;259921948;259681184;255383180;236797471;260867466;260496962;236699950;245782816;251745219;260696662;242481046;199304406;260370971;259421321;260698281;255247077;254485246;259794267;242064414;218461346;247826088;257980227;260584722;229713669;258008238;246739288;260309287;225549023;177917721;187291724;232265038;238890554;257796752;161882496;244413742;253419421;217998599;248289780;230903583;240266248;260231184;199252108;227118304;224150676;248173113;172981398","1103"
0,"9773189","216902288","4","100;","1","huawei","2","huawei_10","4","0","3","260903903;260977923;260621399;260612977;260853170;258518147;259786276;260294476;203617609;245164234;240999575;173985640;260144306;260504061;259639916;192088972;212171602;250275925;198285536;259360804;254547947;245081562;254495366;250585848;256271792;258290678;237555124;258867863;238917369;259180076;258108143;227231269;259315136;259440902;259556468;245571251;259551297;169205275;256935228;239539472;125242202;238529088;252579122;259006964;258495365;185517236;256922175;258691366;233498751;257824587","1","4","2","259604623;259921948;259681184;255383180;236797471;260867466;260496962;236699950;245782816;251745219;260696662;242481046;199304406;260370971;259421321;260698281;255247077;254485246;259794267;242064414;218461346;247826088;257980227;260584722;229713669;258008238;246739288;260309287;225549023;177917721;187291724;232265038;238890554;257796752;161882496;244413742;253419421;217998599;248289780;230903583;240266248;260231184;199252108;227118304;224150676;248173113;172981398;244414855;235743297;195994212","1080"
0,"9773189","216902288","4","100;","1","huawei","2","huawei_10","4","0","3","249561799;192504883;260903903;260977923;260621399;260612977;260853170;258518147;259786276;260294476;203617609;245164234;240999575;173985640;260144306;260504061;259639916;192088972;212171602;250275925;198285536;259360804;254547947;245081562;254495366;250585848;256271792;258290678;237555124;258867863;238917369;259180076;258108143;227231269;259315136;259440902;259556468;245571251;259551297;169205275;256935228;239539472;125242202;238529088;252579122;259006964;258495365;185517236;256922175;258691366","1","4","2","261096272;250625246;259604623;259921948;259681184;255383180;236797471;260867466;260496962;236699950;245782816;251745219;260696662;242481046;199304406;260370971;259421321;260698281;255247077;254485246;259794267;242064414;218461346;247826088;257980227;260584722;229713669;258008238;246739288;260309287;225549023;177917721;187291724;232265038;238890554;257796752;161882496;244413742;253419421;217998599;248289780;230903583;240266248;260231184;199252108;227118304;224150676;248173113;172981398;244414855","1080"
0,"9776576","194891788","3","111;199","1","iphone","1","iphone_ios 13","4","1","2",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","3","0",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","1003"
0,"9776576","261106541","2","44;","1","iphone","1","iphone_ios 13","4","1","2",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","3","0",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","1075"
0,"97784594","238332393","3","89;1357","1","huawei","2","huawei_9","4","0","3","260621738;195588506;223592218;252197022;252431182;241244979;244932771;197129955;200910805;182774164;196811981;115865018;248330934;182999117;251893907;182500245;169143903;257292329;1003;252803728;203718509;255792260;246237339;257418345;187621484;196617215;253146206;247839417;200950618;191336546;255674597;172945601;254602564;192190217;192021810;192584070;243489605;251473616;181376640;136912528;149394129;236224723;193199128;201454578;57610100;202651127;104120910;103921513;96182883;250102112","1","4","0","257796752;260233444;240266248;243694919;176591246;237607598;120537241;251370903;119607194;250230256;244336760;259545801;175310940;209818060;232166592;251645178;194652052;192370862;143829207;254301804;196886216;258409612;258425676;259067340;251384063;245392898;251932867;168168106;257302055;252537435;178369031;246086091;236625591;222238786;213193427;184240026;251077412;252253311;198126691;249723161;243517556;258540947;242990993;177735305;192949654;252044773;203734883;203012504;202459902;179119945","1026"
0,"97784594","259780514","4","111;","1","huawei","2","huawei_9","4","0","3","260621738;195588506;223592218;252197022;252431182;241244979;244932771;197129955;200910805;182774164;196811981;115865018;248330934;182999117;251893907;182500245;169143903;257292329;1003;252803728;203718509;255792260;246237339;257418345;187621484;196617215;253146206;247839417;200950618;191336546;255674597;172945601;254602564;192190217;192021810;192584070;243489605;251473616;181376640;136912528;149394129;236224723;193199128;201454578;57610100;202651127;104120910;103921513;96182883;250102112","1","4","0","257796752;260233444;240266248;243694919;176591246;237607598;120537241;251370903;119607194;250230256;244336760;259545801;175310940;209818060;232166592;251645178;194652052;192370862;143829207;254301804;196886216;258409612;258425676;259067340;251384063;245392898;251932867;168168106;257302055;252537435;178369031;246086091;236625591;222238786;213193427;184240026;251077412;252253311;198126691;249723161;243517556;258540947;242990993;177735305;192949654;252044773;203734883;203012504;202459902;179119945","1032"
0,"9784199","240266248","3","1359;","1","iphone","1","iphone_ios 13","3","1","1","241839958;70577005;251292854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","0","238729078;206794135;240062137;251177669;199558978;247561180;248830586;252116281;253653385;232800485;227118304;221036829;246088312;239158144;198857752;241308895;249676375;246942697;235527173;248643794;253863756;231633385;194896556;222233049;204051665;217035396;253979794;198015139;253463995;221858138;257376915;250862863;251461262;247577184;245010023;257866505;;;;;;;;;;;;;;","1098"
0,"97850280","199228618","5","129;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","257329422;240971934;260670650;227158870;229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304","1044"
1,"97850280","251744856","4","1497;","1","honor","2","honor_9","3","0","1","249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614;258797476;203620986;256476284;260479968;255625757;246739288;251384063;246739421;;;;;;;;;;","1006"
0,"97850280","205475493","4","1365;111","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718","1032"
0,"97850280","227158870","1","8;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374","1063"
0,"97850280","247556569","7","173;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523","1072"
0,"97850280","236814857","5","124;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523","1072"
0,"97850280","256962160","7","173;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614","1018"
0,"97850280","249586308","5","129;","1","honor","2","honor_9","3","0","1","251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614;258797476;203620986;256476284;260479968;255625757;246739288;251384063;246739421;;;;;;;;;;","1063"
0,"97850280","260422774","5","134;","1","honor","2","honor_9","3","0","1","249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614;258797476;203620986;256476284;260479968;255625757;246739288;251384063;246739421;;;;;;;;;;;;","1098"
0,"97850280","214583423","5","1374;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","255885880;245692825;258516871;241839958;222019591;172981398;259915306;261004010;207179300;199228618;257329422;240971934;260670650;227158870;229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651","1006"
0,"97850280","248405053","5","134;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850","1063"
0,"97850280","259016402","7","173;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614;258797476;203620986;256476284;260479968;255625757;246739288;251384063;246739421;","1114"
0,"97850280","255940560","5","124;","1","honor","2","honor_9","3","0","1","208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614;258797476;203620986;256476284;260479968;255625757;246739288;251384063;246739421;;;;;;;;;;;;;;;;;;;;;;;;;;","1072"
0,"97850280","245692825","5","129;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","222019591;172981398;259915306;261004010;207179300;199228618;257329422;240971934;260670650;227158870;229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308","1018"
0,"97850280","260800343","20","1383;373","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515","1072"
0,"97850280","259418896","7","173;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718","1006"
0,"97850280","259915306","10","211;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","261004010;207179300;199228618;257329422;240971934;260670650;227158870;229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273","1114"
0,"97850280","258516871","7","173;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","222019591;172981398;259915306;261004010;207179300;199228618;257329422;240971934;260670650;227158870;229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308","1114"
0,"97850280","235855345","7","158;173","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876","1044"
0,"97850280","222019591","7","173;","1","honor","2","honor_9","3","0","1","250691769;259008379;251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","261004010;207179300;199228618;257329422;240971934;260670650;227158870;229090034;258680561;258684659;248405053;208169295;260565118;235855345;191564552;199591147;222258323;239497969;192192041;261001694;206373139;259418896;205475493;260800343;180777157;260695867;247556569;236814857;256962160;199558978;261032717;259024960;197981030;201165154;255792260;249676375;206771667;259016402;261113216;260322518;252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273","1072"
0,"97850280","260322518","20","1383;","1","honor","2","honor_9","3","0","1","251745173;251744856;249772418;208052050;253470827;258747167;226289988;203617609;259204270;236696177;258052828;201600234;258831418;257057417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;","0","4","1","252431182;175808426;259636651;245798709;260835328;227617646;249586308;254301804;260422774;259418273;199770623;246535019;227118304;205138097;242602248;259161365;258153374;198563370;238729078;215262338;259662850;255940560;176699016;171183039;258396876;240310476;244353407;254688307;247826088;232040925;197627194;204704289;259398718;257110740;208511515;260446901;245965469;256269523;254828614;258797476;203620986;256476284;260479968;255625757;246739288;251384063;246739421;;;","1072"
